Exited
9254,0
1561,0
1670,1
6087,1
6669,1
5933,1
8829,0
7945,0
3508,0
2002,0
5866,1
168,1
2588,0
5905,0
9529,0
6384,0
7824,0
9779,0
4629,1
8560,0
9291,0
6874,0
6521,0
8979,0
6647,0
9825,1
210,0
5278,1
1919,1
718,0
4868,0
7834,1
1298,0
9193,0
4617,0
3128,0
9795,0
3979,1
9924,1
8317,0
4393,0
1287,0
4355,0
7013,0
3885,1
5749,0
9169,0
2407,1
2013,0
5153,0
8551,0
4376,0
8822,0
4273,0
5825,1
6699,0
7243,0
449,0
2227,0
5756,0
810,0
4180,0
9000,0
5438,0
7533,1
6369,0
8416,0
1477,0
1790,0
2008,0
682,0
2816,0
9431,0
3774,1
6495,1
8878,1
7361,1
8366,0
7474,1
46,1
30,1
8250,0
6935,0
1468,1
1665,0
1416,0
6480,0
4852,0
2470,0
4373,1
8524,0
429,1
5244,0
2119,0
385,0
1945,1
4224,1
473,0
2129,0
6556,1
6998,1
1055,0
3274,1
4961,0
5363,1
5816,0
811,0
4573,0
6137,1
2388,1
9648,0
6225,0
111,0
8909,0
1745,0
7851,1
1452,1
319,0
8593,0
3333,0
1922,1
5865,0
9528,0
3685,0
4275,0
4889,1
5225,0
7472,0
3605,0
1052,0
4156,0
9676,0
99,0
7508,0
1456,0
7688,1
4004,0
6866,0
4509,0
3299,0
3799,0
4281,0
9051,0
6462,0
7912,0
1414,0
540,0
5815,0
8199,0
3680,0
754,0
4196,1
2650,0
4522,0
9519,0
3118,0
3728,0
3886,0
7107,0
8068,0
7325,0
8483,0
8767,0
6500,0
8426,0
7963,0
601,0
9249,0
8919,0
6814,0
5411,0
8747,0
5522,0
1044,0
7334,0
1557,1
3739,0
3522,0
180,0
2115,1
1699,0
1379,0
7229,0
9143,0
618,0
3181,0
9851,0
1600,0
5963,0
1615,0
5920,0
9591,0
3891,0
2083,0
4574,0
5594,0
5121,0
4587,0
4902,0
8252,0
5916,0
5129,0
8334,1
1918,0
8330,0
5707,0
5384,0
6336,0
2054,0
7612,0
9209,0
3963,0
1126,0
3428,0
4601,0
3721,0
2389,0
1322,0
1603,0
7224,0
7425,1
4336,1
5593,1
4411,1
5858,1
9343,0
3991,1
6079,0
1559,0
4682,0
7557,0
3772,0
8779,0
3457,1
8383,0
1354,1
45,0
9872,0
748,0
7917,0
4241,0
5628,0
4657,0
4238,0
3460,0
7381,1
5549,0
7075,0
5838,1
8091,0
5474,0
3614,0
7501,0
7053,1
7367,0
8019,0
9638,1
9055,1
664,0
2319,0
3542,0
3677,0
9599,0
3091,0
675,0
8676,0
4884,1
8079,0
1962,1
1840,0
7168,0
9898,1
3538,1
8026,0
4866,0
4174,0
8088,1
4377,1
6211,0
4766,0
411,0
613,0
6126,0
5210,0
1430,0
2425,0
8841,0
3833,0
4718,0
7185,0
1417,0
7199,0
604,0
1272,0
3964,1
6367,0
8746,0
247,0
9226,0
1982,0
2835,0
5375,0
199,0
485,0
6083,1
8956,0
455,0
9798,0
8826,0
6515,0
1721,0
7050,0
6382,0
8165,0
5767,0
5809,0
4626,0
862,0
2094,0
947,1
5641,0
1444,0
1280,0
3110,1
8952,1
7609,0
5135,0
3016,0
2302,0
2004,0
4580,0
8704,0
1005,1
5138,0
4317,0
6558,0
4387,0
2132,1
4265,0
2057,0
5386,1
229,0
2889,0
4472,0
6064,0
7924,0
7649,0
8381,0
209,0
2758,0
8471,1
2948,0
7116,1
6330,0
1728,0
4176,0
337,0
4984,0
6878,1
7248,1
8452,1
1226,0
7608,0
6827,1
3540,0
5868,0
2111,0
2691,0
7153,0
3707,0
1017,0
8511,0
2807,0
5015,0
1928,1
350,0
5173,0
4192,0
1934,0
6901,0
4823,0
564,0
1582,0
4694,0
2175,0
7028,0
4880,0
2228,0
1115,0
3126,0
3544,0
5048,0
7476,0
821,0
6532,0
2272,1
5545,0
81,1
1323,1
9405,1
1614,0
831,0
3883,0
8641,1
4464,0
5339,1
8066,0
1649,0
4065,0
9665,0
3038,0
3320,0
7143,0
6889,0
5092,1
3720,0
2423,0
749,0
5271,1
2373,0
4693,0
9879,1
8370,0
7319,0
4368,0
6785,0
7401,0
1139,0
7631,0
2231,0
2164,0
5217,0
9444,0
9237,1
4561,0
1570,1
172,1
7163,0
2087,1
4667,1
4565,0
7089,0
6569,1
4783,0
2684,0
1832,0
8546,0
5065,0
9130,0
9355,0
4412,0
7207,0
9890,0
834,0
6821,1
3781,0
9012,0
7499,1
3424,0
65,0
2963,0
5669,0
8962,0
354,0
8171,1
4030,0
8534,0
3651,0
6739,0
3297,0
4127,1
8043,0
4767,0
472,0
3761,0
8617,0
3566,0
2760,0
868,1
9382,0
8688,1
4052,0
6130,0
3244,0
4842,1
9330,0
5640,1
5780,0
8540,0
1075,0
2957,1
6752,0
8657,1
7272,0
4759,0
4862,0
7025,1
7647,0
7161,0
73,0
4901,1
4375,0
6698,0
9805,0
1101,0
9537,0
7655,0
5235,1
5165,0
118,1
2022,0
9885,0
2638,0
2034,0
2564,1
8665,0
3543,1
1219,1
9714,0
6711,0
2903,0
3026,0
2510,0
4201,0
3207,0
4489,0
2755,0
8889,0
177,0
1643,0
9292,0
3518,0
1374,0
1720,0
3995,0
3688,0
2264,0
87,0
2848,0
8687,0
403,0
9900,0
4077,0
6835,0
6537,0
2456,0
2751,0
2214,0
1027,0
9703,0
1421,0
2436,0
4277,0
9609,0
1278,0
6220,0
4907,0
5064,0
1978,0
1061,0
5014,0
4535,1
6993,0
9253,0
1502,0
8568,0
9314,1
8836,0
8920,0
4918,1
678,0
5076,0
8064,0
7568,0
102,0
957,0
8556,0
3785,0
9630,0
